Mother_Education,Mother_Weight_Gain,Pre-pregnancy_Diabetes,Pre-pregnancy_Hypertension,Bin_Five_min_APGAR_score_code,Average_Age_Mother_years,Average_Birth_Weight_grams,Average_Prenatal_Visits,Average_OE_Gestational_Age_weeks,Average_Pre-pregnancy_BMI
"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",9 lbs,No,No,1,31.33,2499.33,9.83,34,25.33
"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",9 lbs,No,No,1,34,2426.67,10.75,35,29.87
"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",9 lbs,No,No,1,34.85,2008.4,8.8,33.1,29.49
"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",9 lbs,No,No,1,33.96,3052.15,10.9,37.53,29.6
"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",9 lbs,No,No,1,34.33,3223.66,11.4,38.46,28.87
"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",9 lbs,No,No,1,35.31,3209.38,12.46,38.38,28.27
8th grade or less,10 lbs,No,No,0,23.17,1818.67,4.6,30,23.57
8th grade or less,10 lbs,No,No,0,29.55,1456.85,6.32,28.13,28.66
8th grade or less,10 lbs,No,No,0,32.11,1331.44,4.38,28.06,26.26
8th grade or less,10 lbs,No,No,0,29.26,1961.96,6.75,32.39,27.76
8th grade or less,10 lbs,No,No,0,30.11,2178.07,5.96,32.57,28.12
8th grade or less,10 lbs,No,No,1,29.5,2418.62,7.02,33.96,26.63
8th grade or less,10 lbs,No,No,1,29.96,2293.92,5.63,33.85,27.63
8th grade or less,10 lbs,No,No,1,30.45,2621.37,6.91,35.42,27.95
8th grade or less,10 lbs,No,No,1,30.01,3060.66,8.62,37.62,28.16
8th grade or less,10 lbs,No,No,1,30.39,3216.28,9.44,38.51,28.22
8th grade or less,10 lbs,No,No,1,30.56,3359.67,7.2,39.1,27.62
9th through 12th grade with no diploma,10 lbs,No,No,0,23.64,1816.36,4.14,31.64,29
9th through 12th grade with no diploma,10 lbs,No,No,0,24.9,898.52,3.72,24.58,26.84
9th through 12th grade with no diploma,10 lbs,No,No,0,24.07,1330.62,4.63,27.13,25.86
9th through 12th grade with no diploma,10 lbs,No,No,0,24.94,1621.12,5.21,29.99,26.73
9th through 12th grade with no diploma,10 lbs,No,No,0,24.64,1895.1,5.96,31.16,26.66
9th through 12th grade with no diploma,10 lbs,No,No,1,25.1,2202.93,8.31,33.63,28.06
9th through 12th grade with no diploma,10 lbs,No,No,1,25.45,2160.78,7.59,33.39,28.46
9th through 12th grade with no diploma,10 lbs,No,No,1,25.38,2373.98,7.31,34.37,28.75
9th through 12th grade with no diploma,10 lbs,No,No,1,25.92,2870.53,8.52,37.03,29.38
9th through 12th grade with no diploma,10 lbs,No,No,1,26.1,3114.36,9.24,38.28,29.09
9th through 12th grade with no diploma,10 lbs,No,No,1,26.02,3152.43,9.08,38.48,29.37
High school graduate or GED completed,10 lbs,No,No,0,27.16,1349.18,6.09,26.86,27.79
High school graduate or GED completed,10 lbs,No,No,0,26.93,791.43,4.82,23.69,28.34
High school graduate or GED completed,10 lbs,No,No,0,27.1,1370.99,5.97,27.84,28.82
High school graduate or GED completed,10 lbs,No,No,0,26.68,1726.97,7,30.16,28.49
High school graduate or GED completed,10 lbs,No,No,0,25.64,1849.18,6.69,31.13,29.77
High school graduate or GED completed,10 lbs,No,No,1,27,2052.38,7.88,32.31,29.56
High school graduate or GED completed,10 lbs,No,No,1,26.49,2040.58,7.88,32.71,29.99
High school graduate or GED completed,10 lbs,No,No,1,26.75,2462.04,8.88,34.68,30.14
High school graduate or GED completed,10 lbs,No,No,1,26.68,2914.39,9.67,37.06,30.68
High school graduate or GED completed,10 lbs,No,No,1,26.89,3154.73,10.3,38.35,30.53
High school graduate or GED completed,10 lbs,No,No,1,26.67,3223.82,10.29,38.64,30.6
"Some college credit, but not a degree",10 lbs,No,No,0,29.32,1596.46,6.59,27.75,29.52
"Some college credit, but not a degree",10 lbs,No,No,0,28.15,898.56,5.49,24.2,28.82
"Some college credit, but not a degree",10 lbs,No,No,0,28.55,1392.67,6.46,28.1,28.39
"Some college credit, but not a degree",10 lbs,No,No,0,26.99,1645.51,8.19,29.58,29.79
"Some college credit, but not a degree",10 lbs,No,No,0,27.88,2040.01,8.43,31.89,29.97
"Some college credit, but not a degree",10 lbs,No,No,1,28.65,2329.25,9.46,33.95,31.96
"Some college credit, but not a degree",10 lbs,No,No,1,27.99,2390.91,9.58,34.08,31.92
"Some college credit, but not a degree",10 lbs,No,No,1,28.02,2556.85,9.73,35.01,31.95
"Some college credit, but not a degree",10 lbs,No,No,1,28.17,2975.78,10.4,37.14,31.77
"Some college credit, but not a degree",10 lbs,No,No,1,28.11,3202.91,10.97,38.38,31.63
"Some college credit, but not a degree",10 lbs,No,No,1,28.12,3295.83,10.95,38.66,31.49
"Associate degree (AA, AS)",10 lbs,No,No,0,29.64,1558.09,7.5,28.91,31.27
"Associate degree (AA, AS)",10 lbs,No,No,0,28.93,712.78,5.32,23.33,31.02
"Associate degree (AA, AS)",10 lbs,No,No,0,29.25,1294.14,7.29,26.25,30.5
"Associate degree (AA, AS)",10 lbs,No,No,0,29.65,1769.15,9.18,30.59,30.98
"Associate degree (AA, AS)",10 lbs,No,No,0,28.66,1854.95,7.94,31.42,32.38
"Associate degree (AA, AS)",10 lbs,No,No,1,29.25,2203.57,9.54,33.45,31.73
"Associate degree (AA, AS)",10 lbs,No,No,1,30.5,2303.75,9.55,33.82,31.22
"Associate degree (AA, AS)",10 lbs,No,No,1,30.18,2556.45,10.12,35,32.23
"Associate degree (AA, AS)",10 lbs,No,No,1,29.95,3001.01,11.03,37.17,32.33
"Associate degree (AA, AS)",10 lbs,No,No,1,30.17,3238.5,11.46,38.43,31.82
"Associate degree (AA, AS)",10 lbs,No,No,1,28.98,3360.75,11.73,38.8,32.05
"Bachelor's degree (BA, AB, BS)",10 lbs,No,No,0,32,1142,6.48,25.55,28.25
"Bachelor's degree (BA, AB, BS)",10 lbs,No,No,0,31.52,1077.16,6.64,25.45,27.33
"Bachelor's degree (BA, AB, BS)",10 lbs,No,No,0,31.63,1171.38,7.46,27.09,28.72
"Bachelor's degree (BA, AB, BS)",10 lbs,No,No,0,30.88,1878.16,8.21,30.99,29.51
"Bachelor's degree (BA, AB, BS)",10 lbs,No,No,0,31.54,1963.43,8.94,32.11,30.62
"Bachelor's degree (BA, AB, BS)",10 lbs,No,No,1,31.77,2259.86,9.82,33.57,30.3
"Bachelor's degree (BA, AB, BS)",10 lbs,No,No,1,31.86,2329.13,9.57,33.76,28.82
"Bachelor's degree (BA, AB, BS)",10 lbs,No,No,1,31.88,2490.86,10.13,34.67,30.37
"Bachelor's degree (BA, AB, BS)",10 lbs,No,No,1,31.56,2998.13,10.85,37.24,30.42
"Bachelor's degree (BA, AB, BS)",10 lbs,No,No,1,31.55,3256.51,11.49,38.51,29.91
"Bachelor's degree (BA, AB, BS)",10 lbs,No,No,1,31.91,3371.74,11.09,38.72,30.19
"Master's degree (MA, MS, MEng, MEd, MSW, MBA)",10 lbs,No,No,0,34.5,1443.25,6.5,28,24.85
"Master's degree (MA, MS, MEng, MEd, MSW, MBA)",10 lbs,No,No,0,32.08,940.12,5.84,24.59,26.98
"Master's degree (MA, MS, MEng, MEd, MSW, MBA)",10 lbs,No,No,0,33.4,1183.95,8.56,26.5,28.6
"Master's degree (MA, MS, MEng, MEd, MSW, MBA)",10 lbs,No,No,0,33.76,1233.33,9.33,26.67,28.24
"Master's degree (MA, MS, MEng, MEd, MSW, MBA)",10 lbs,No,No,0,33.04,2215.4,11.04,32.54,28.31
"Master's degree (MA, MS, MEng, MEd, MSW, MBA)",10 lbs,No,No,1,31.92,2062.16,9.8,32.18,29.68
"Master's degree (MA, MS, MEng, MEd, MSW, MBA)",10 lbs,No,No,1,32.36,2187.65,10.93,33.27,30.33
"Master's degree (MA, MS, MEng, MEd, MSW, MBA)",10 lbs,No,No,1,32.48,2316.53,10.02,33.93,29.41
"Master's degree (MA, MS, MEng, MEd, MSW, MBA)",10 lbs,No,No,1,33.17,2985.14,11.14,37.14,29.49
"Master's degree (MA, MS, MEng, MEd, MSW, MBA)",10 lbs,No,No,1,33.16,3236.42,11.61,38.5,29.55
"Master's degree (MA, MS, MEng, MEd, MSW, MBA)",10 lbs,No,No,1,32.77,3241.36,11.59,38.51,30.8
"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",10 lbs,No,No,0,33.2,511.56,5.44,22.1,25.88
"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",10 lbs,No,No,0,36,734.5,6.75,23.56,26.43
"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",10 lbs,No,No,0,32,1600.9,8.3,31.1,23.66
"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",10 lbs,No,No,0,33.8,1326,7.4,28.2,26
"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",10 lbs,No,No,1,34.08,2735.08,11.54,35.92,27.44
"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",10 lbs,No,No,1,33.7,2030.96,10.09,32.39,25.96
"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",10 lbs,No,No,1,33.67,2651.65,10.53,35.8,27.91
"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",10 lbs,No,No,1,34.24,2858.77,11.02,36.65,27.98
"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",10 lbs,No,No,1,34.19,3205.13,11.59,38.4,28.12
"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",10 lbs,No,No,1,34.3,3268.42,11.06,38.94,26.46
8th grade or less,11 lbs,No,No,0,34.5,2476.25,8.5,33.75,28.2
8th grade or less,11 lbs,No,No,0,30.19,1216.44,6.31,28.44,26.28
8th grade or less,11 lbs,No,No,0,25.38,2131.08,9.92,32,27.52
8th grade or less,11 lbs,No,No,0,27,2175.4,5.1,33.1,29.71
8th grade or less,11 lbs,No,No,0,27.89,2821.33,8.33,35.44,29.39
8th grade or less,11 lbs,No,No,1,29.41,2406.85,8.26,34,29.69
8th grade or less,11 lbs,No,No,1,28.81,2449.81,7.39,34.58,27.66
8th grade or less,11 lbs,No,No,1,30.48,2825.39,8.89,36.3,29.06
8th grade or less,11 lbs,No,No,1,29.99,2979.86,9.41,37.46,28.55
8th grade or less,11 lbs,No,No,1,30.52,3221.15,9.85,38.57,28.64
8th grade or less,11 lbs,No,No,1,30.04,3307.61,8.1,39,27.87
9th through 12th grade with no diploma,11 lbs,No,No,0,29,2019.14,7.62,30.62,27.5
9th through 12th grade with no diploma,11 lbs,No,No,0,24,1078.5,5.94,25.74,28.88
9th through 12th grade with no diploma,11 lbs,No,No,0,25,1811.34,7.98,30.18,28.86
9th through 12th grade with no diploma,11 lbs,No,No,0,24.2,2130.82,8.57,32.8,27.29
9th through 12th grade with no diploma,11 lbs,No,No,0,26.69,1846.55,7.31,31.07,28.46
9th through 12th grade with no diploma,11 lbs,No,No,1,25.97,2150.94,8.01,32.58,28.8
9th through 12th grade with no diploma,11 lbs,No,No,1,24.76,2280.62,7.42,34.1,28.28
9th through 12th grade with no diploma,11 lbs,No,No,1,25.7,2466.81,8.79,34.86,28.86
9th through 12th grade with no diploma,11 lbs,No,No,1,25.68,2878.28,9.19,37.22,28.99
9th through 12th grade with no diploma,11 lbs,No,No,1,26.16,3126.92,9.73,38.35,29.43
9th through 12th grade with no diploma,11 lbs,No,No,1,25.37,3163.05,9.8,38.45,29.34
High school graduate or GED completed,11 lbs,No,No,0,24.27,1625.29,5.8,29,30.9
High school graduate or GED completed,11 lbs,No,No,0,26.2,1090.35,5.98,25.65,28.99
High school graduate or GED completed,11 lbs,No,No,0,26.6,1495.19,6.91,29.01,30.84
High school graduate or GED completed,11 lbs,No,No,0,26.26,1776.83,7.49,30.64,29.24
High school graduate or GED completed,11 lbs,No,No,0,26.56,1921.78,8.44,32.05,28.75
High school graduate or GED completed,11 lbs,No,No,1,27.56,2128.68,8.77,33.13,29.14
High school graduate or GED completed,11 lbs,No,No,1,26.68,2301.52,9.06,33.75,30.75
High school graduate or GED completed,11 lbs,No,No,1,26.78,2554.07,9.49,35.06,30.75
High school graduate or GED completed,11 lbs,No,No,1,26.66,2958.97,10.29,37.36,30.77
High school graduate or GED completed,11 lbs,No,No,1,26.88,3163.95,10.65,38.41,30.62
High school graduate or GED completed,11 lbs,No,No,1,26.26,3232.98,10.95,38.71,30.74
"Some college credit, but not a degree",11 lbs,No,No,0,29.81,1731.8,7,29,31.74
"Some college credit, but not a degree",11 lbs,No,No,0,27.01,1071.52,6.37,25.93,30.68
"Some college credit, but not a degree",11 lbs,No,No,0,28.27,1596.47,8.14,29.02,32.13
"Some college credit, but not a degree",11 lbs,No,No,0,27.66,2065.93,8.93,31.74,32.53
"Some college credit, but not a degree",11 lbs,No,No,0,28.01,2383.32,9.67,33.5,31.57
"Some college credit, but not a degree",11 lbs,No,No,1,29.27,2140.53,9.3,33.09,31.75
"Some college credit, but not a degree",11 lbs,No,No,1,27.38,2318.71,9.38,33.85,31.47
"Some college credit, but not a degree",11 lbs,No,No,1,27.99,2515.85,9.93,34.94,31.71
"Some college credit, but not a degree",11 lbs,No,No,1,28.22,3000.99,10.89,37.33,31.99
"Some college credit, but not a degree",11 lbs,No,No,1,28.2,3197.32,11.23,38.42,31.51
"Some college credit, but not a degree",11 lbs,No,No,1,27.97,3273.99,11.5,38.81,31.35
"Associate degree (AA, AS)",11 lbs,No,No,0,31.4,1330.56,8.2,27.22,31.47
"Associate degree (AA, AS)",11 lbs,No,No,0,29.2,768.7,5.55,23.36,33.45
"Associate degree (AA, AS)",11 lbs,No,No,0,29.83,1632.61,7.5,29.17,30.54
"Associate degree (AA, AS)",11 lbs,No,No,0,30.81,2352.15,8.15,32.24,33.34
"Associate degree (AA, AS)",11 lbs,No,No,0,28.62,1857.59,10.22,31.62,30.04
"Associate degree (AA, AS)",11 lbs,No,No,1,31.58,2451.67,9.72,34.26,30.92
"Associate degree (AA, AS)",11 lbs,No,No,1,29.85,2304.8,9.38,34.15,31.95
"Associate degree (AA, AS)",11 lbs,No,No,1,29.67,2647.55,10.77,35.47,30.93
"Associate degree (AA, AS)",11 lbs,No,No,1,29.7,3009.53,11.2,37.38,31.8
"Associate degree (AA, AS)",11 lbs,No,No,1,30.05,3226.56,11.57,38.44,31.55
"Associate degree (AA, AS)",11 lbs,No,No,1,29.89,3254.56,11.78,38.7,31.01
"Bachelor's degree (BA, AB, BS)",11 lbs,No,No,0,34.89,1235.5,4.78,26.89,27.73
"Bachelor's degree (BA, AB, BS)",11 lbs,No,No,0,32.17,952.19,7.39,24.76,28.23
"Bachelor's degree (BA, AB, BS)",11 lbs,No,No,0,32,1514.3,7.47,28.34,29.16
"Bachelor's degree (BA, AB, BS)",11 lbs,No,No,0,30.39,1958.57,9.41,31.36,29.7
"Bachelor's degree (BA, AB, BS)",11 lbs,No,No,0,32.3,2210.19,10.74,32.95,28.5
"Bachelor's degree (BA, AB, BS)",11 lbs,No,No,1,32.05,2467.76,10.54,34.64,28.57
"Bachelor's degree (BA, AB, BS)",11 lbs,No,No,1,31.46,2293.01,9.29,33.58,29.22
"Bachelor's degree (BA, AB, BS)",11 lbs,No,No,1,32.07,2551.87,10.45,35.11,30.38
"Bachelor's degree (BA, AB, BS)",11 lbs,No,No,1,31.5,2997.01,11.01,37.21,30.32
"Bachelor's degree (BA, AB, BS)",11 lbs,No,No,1,31.68,3236.81,11.64,38.52,29.84
"Bachelor's degree (BA, AB, BS)",11 lbs,No,No,1,31.18,3340.16,11.94,38.8,30.28
"Master's degree (MA, MS, MEng, MEd, MSW, MBA)",11 lbs,No,No,0,31.5,1861.5,6.5,28,29
"Master's degree (MA, MS, MEng, MEd, MSW, MBA)",11 lbs,No,No,0,31.91,1021.04,7.74,25.26,25.27
"Master's degree (MA, MS, MEng, MEd, MSW, MBA)",11 lbs,No,No,0,32.55,804.89,7.21,24.25,26.95
"Master's degree (MA, MS, MEng, MEd, MSW, MBA)",11 lbs,No,No,0,32.07,2021,10.14,32.36,29.51
"Master's degree (MA, MS, MEng, MEd, MSW, MBA)",11 lbs,No,No,0,34.12,1868.41,7.47,30.88,26.79
"Master's degree (MA, MS, MEng, MEd, MSW, MBA)",11 lbs,No,No,1,35.03,2070.3,9.72,32.6,29.34
"Master's degree (MA, MS, MEng, MEd, MSW, MBA)",11 lbs,No,No,1,34.03,2193.11,10.85,33.13,29.3
"Master's degree (MA, MS, MEng, MEd, MSW, MBA)",11 lbs,No,No,1,32.88,2505.62,10.14,35.04,30.67
"Master's degree (MA, MS, MEng, MEd, MSW, MBA)",11 lbs,No,No,1,33,2992.92,11.25,37.28,29.91
"Master's degree (MA, MS, MEng, MEd, MSW, MBA)",11 lbs,No,No,1,33.14,3213.79,11.74,38.49,29.26
"Master's degree (MA, MS, MEng, MEd, MSW, MBA)",11 lbs,No,No,1,32.82,3332.93,12.07,38.86,28.04
"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",11 lbs,No,No,0,34,2137.75,10.5,30.5,26.82
"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",11 lbs,No,No,0,30.67,2594,7.33,30.33,28.33
"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",11 lbs,No,No,0,39.33,2356.67,8,34.33,30.07
"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",11 lbs,No,No,1,34.2,3243.4,12,35.8,34.02
"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",11 lbs,No,No,1,36.59,2606.76,9.76,35.18,29.19
"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",11 lbs,No,No,1,34.6,2512.8,10.18,35.27,29.1
"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",11 lbs,No,No,1,34.93,2977.13,11.47,37.2,28.56
"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",11 lbs,No,No,1,34.48,3214.89,11.56,38.55,28.18
"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",11 lbs,No,No,1,33.14,3165.07,10.82,38.64,30.04
8th grade or less,12 lbs,No,No,0,29.89,2381.25,7.33,34.33,26.36
8th grade or less,12 lbs,No,No,0,28.06,2244.71,7.82,32.76,29.21
8th grade or less,12 lbs,No,No,0,30.5,2012,8.9,29.8,30.43
8th grade or less,12 lbs,No,No,0,30.8,1954.75,6.9,30.2,32.44
8th grade or less,12 lbs,No,No,0,31.71,2588.19,7.67,35.67,25.74
8th grade or less,12 lbs,No,No,1,30.11,2547.83,8.56,35.78,29.04
8th grade or less,12 lbs,No,No,1,29.19,2690.04,8.85,36,27.97
8th grade or less,12 lbs,No,No,1,30.48,2749.67,8.57,35.78,28.78
8th grade or less,12 lbs,No,No,1,30.35,3054.61,9.13,37.69,28.33
8th grade or less,12 lbs,No,No,1,30.59,3220.44,9.91,38.55,28.3
8th grade or less,12 lbs,No,No,1,30.14,3297.99,8.1,38.91,27.7
9th through 12th grade with no diploma,12 lbs,No,No,0,22.29,1115.19,4.76,26,25.06
9th through 12th grade with no diploma,12 lbs,No,No,0,24.49,1021.05,6.51,25.67,27.33
9th through 12th grade with no diploma,12 lbs,No,No,0,25.76,1847.38,7.15,31.24,26.07
9th through 12th grade with no diploma,12 lbs,No,No,0,26.16,1800.27,7.93,31.27,27.9
9th through 12th grade with no diploma,12 lbs,No,No,0,25.84,2213.6,7.24,33.33,29.31
9th through 12th grade with no diploma,12 lbs,No,No,1,25.27,2193.65,7.81,33.92,28.53
9th through 12th grade with no diploma,12 lbs,No,No,1,27.06,2177.49,7.74,33.63,29.51
9th through 12th grade with no diploma,12 lbs,No,No,1,26.14,2436.69,8.22,34.63,29.47
9th through 12th grade with no diploma,12 lbs,No,No,1,25.35,2883.34,9.46,37.16,29.33
9th through 12th grade with no diploma,12 lbs,No,No,1,26.09,3131.85,9.78,38.37,29.04
9th through 12th grade with no diploma,12 lbs,No,No,1,25.37,3140.63,9.8,38.6,28.85
High school graduate or GED completed,12 lbs,No,No,0,28.55,1569.68,6.63,28.13,28.62
High school graduate or GED completed,12 lbs,No,No,0,26.19,1009.63,6.17,25.52,28.04
High school graduate or GED completed,12 lbs,No,No,0,27.5,1395.12,7.4,27.83,29.29
High school graduate or GED completed,12 lbs,No,No,0,26.19,1889.89,8.69,31.79,29.04
High school graduate or GED completed,12 lbs,No,No,0,26.43,2074.87,8.62,32.63,30.64
High school graduate or GED completed,12 lbs,No,No,1,27.4,2216.67,8.21,33.69,28.77
High school graduate or GED completed,12 lbs,No,No,1,26.32,2343.02,8.9,34.22,29.63
High school graduate or GED completed,12 lbs,No,No,1,27.03,2514.96,9.74,35.05,30.4
High school graduate or GED completed,12 lbs,No,No,1,26.73,2934.75,10.27,37.28,30.42
High school graduate or GED completed,12 lbs,No,No,1,26.94,3157.64,10.65,38.39,30.19
High school graduate or GED completed,12 lbs,No,No,1,26.58,3210.59,10.77,38.63,30.24
"Some college credit, but not a degree",12 lbs,No,No,0,27.62,1599.25,6.19,28,29.46
"Some college credit, but not a degree",12 lbs,No,No,0,27.8,1025.88,5.86,25.01,27.87
"Some college credit, but not a degree",12 lbs,No,No,0,27.78,1814.58,7.56,29.46,30.41
"Some college credit, but not a degree",12 lbs,No,No,0,26.94,1611.43,7.51,29.98,30.1
"Some college credit, but not a degree",12 lbs,No,No,0,27.97,2020.63,9.45,32.2,30.42
"Some college credit, but not a degree",12 lbs,No,No,1,28.05,2258.62,8.91,33.47,29.87
"Some college credit, but not a degree",12 lbs,No,No,1,27.44,2410.2,9.09,34.55,31.07
"Some college credit, but not a degree",12 lbs,No,No,1,28.51,2503.65,10,34.87,31.77
"Some college credit, but not a degree",12 lbs,No,No,1,28.06,2996.14,10.68,37.33,31.39
"Some college credit, but not a degree",12 lbs,No,No,1,28.25,3197.95,11.31,38.41,31.13
"Some college credit, but not a degree",12 lbs,No,No,1,28.05,3282.46,11.32,38.74,31.22
"Associate degree (AA, AS)",12 lbs,No,No,0,27,1079.33,6.67,26.33,28.35
"Associate degree (AA, AS)",12 lbs,No,No,0,29.33,1333.64,5.98,26.65,29.19
"Associate degree (AA, AS)",12 lbs,No,No,0,29.42,1416.25,8.52,27.23,26.57
"Associate degree (AA, AS)",12 lbs,No,No,0,30.29,1936.21,8.08,31.86,31.07
"Associate degree (AA, AS)",12 lbs,No,No,0,30.85,2461.61,10.55,34.44,31.22
"Associate degree (AA, AS)",12 lbs,No,No,1,29.67,2183.02,9.35,33.13,30.54
"Associate degree (AA, AS)",12 lbs,No,No,1,30.2,2414.69,10.23,34.25,31.12
"Associate degree (AA, AS)",12 lbs,No,No,1,30.28,2502.59,10.68,34.97,31.2
"Associate degree (AA, AS)",12 lbs,No,No,1,30.2,3020.84,11.32,37.31,31.86
"Associate degree (AA, AS)",12 lbs,No,No,1,30.06,3236.74,11.72,38.44,31.22
"Associate degree (AA, AS)",12 lbs,No,No,1,29.86,3252.07,11.52,38.68,30.12
"Bachelor's degree (BA, AB, BS)",12 lbs,No,No,0,31.78,1927.89,14.5,29.78,30.72
"Bachelor's degree (BA, AB, BS)",12 lbs,No,No,0,30.42,1121.76,7.64,25.71,28.04
"Bachelor's degree (BA, AB, BS)",12 lbs,No,No,0,30.93,1643.37,7.93,29.23,28.28
"Bachelor's degree (BA, AB, BS)",12 lbs,No,No,0,30.85,1901.2,10.05,30.56,30.38
"Bachelor's degree (BA, AB, BS)",12 lbs,No,No,0,32.35,2343.44,9.93,33.29,29.55
"Bachelor's degree (BA, AB, BS)",12 lbs,No,No,1,30.68,2265.68,10.06,33.6,29.88
"Bachelor's degree (BA, AB, BS)",12 lbs,No,No,1,31.25,2486.25,10.39,34.74,29.55
"Bachelor's degree (BA, AB, BS)",12 lbs,No,No,1,31.44,2602.5,10.73,35.42,29.88
"Bachelor's degree (BA, AB, BS)",12 lbs,No,No,1,31.54,2998.62,11.21,37.27,30.09
"Bachelor's degree (BA, AB, BS)",12 lbs,No,No,1,31.75,3234.82,11.65,38.52,29.46
"Bachelor's degree (BA, AB, BS)",12 lbs,No,No,1,31.43,3305.25,11.76,38.93,29.22
"Master's degree (MA, MS, MEng, MEd, MSW, MBA)",12 lbs,No,No,0,36,715,10,24,37.1
"Master's degree (MA, MS, MEng, MEd, MSW, MBA)",12 lbs,No,No,0,33.05,510.06,5.21,21.92,28.13
"Master's degree (MA, MS, MEng, MEd, MSW, MBA)",12 lbs,No,No,0,33.46,1869.23,10.67,30.69,31.22
"Master's degree (MA, MS, MEng, MEd, MSW, MBA)",12 lbs,No,No,0,33.41,2166.41,11.47,33.41,28.23
"Master's degree (MA, MS, MEng, MEd, MSW, MBA)",12 lbs,No,No,0,32.81,2331.52,11.67,33.95,29.75
"Master's degree (MA, MS, MEng, MEd, MSW, MBA)",12 lbs,No,No,1,33.13,2209.59,9.42,33.18,28.96
"Master's degree (MA, MS, MEng, MEd, MSW, MBA)",12 lbs,No,No,1,32.9,2394.84,10.87,33.94,28.94
"Master's degree (MA, MS, MEng, MEd, MSW, MBA)",12 lbs,No,No,1,33.04,2344.88,10.48,34.08,29.08
"Master's degree (MA, MS, MEng, MEd, MSW, MBA)",12 lbs,No,No,1,32.98,2997.39,11.45,37.21,29.64
"Master's degree (MA, MS, MEng, MEd, MSW, MBA)",12 lbs,No,No,1,33.18,3216.98,11.78,38.49,28.86
"Master's degree (MA, MS, MEng, MEd, MSW, MBA)",12 lbs,No,No,1,33.22,3344.42,11.85,38.91,29.31
"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",12 lbs,No,No,0,33,3690,9,41,27.3
"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",12 lbs,No,No,0,34.92,525.83,5,22,26.18
"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",12 lbs,No,No,0,34.44,1563.89,7,28.56,29.21
"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",12 lbs,No,No,0,34.45,1542.45,9.45,29.45,28.12
"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",12 lbs,No,No,0,32.17,1990.17,10.33,33.67,28.25
"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",12 lbs,No,No,1,34,1597.22,8.33,31.44,26.67
"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",12 lbs,No,No,1,33.35,2172.95,8.84,33.15,27.29
"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",12 lbs,No,No,1,34.91,2436.02,10.81,35,28.35
"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",12 lbs,No,No,1,34.73,2913.18,11.54,36.79,27.99
"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",12 lbs,No,No,1,34.25,3194.82,11.64,38.48,27.15
"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",12 lbs,No,No,1,35.28,3325.16,12.12,38.91,27.5
